tip	genome_id_or_accession	origin	culture_status	species	clade	genome_size_Mb	GC_pct	coding_density_pct	acidic_residues_pct	urease	ectoine_synthase	rhodopsin	salinity_habitat	completeness_pct	contamination_pct	biome	ncbi_organism_name	ncbi_genus	pathogenicity	coding_density_pct_uniform_prodigal	n_contigs	assembly_status	completeness_ncbi_checkm_pct	contamination_ncbi_checkm_pct	completeness_source	checkm2_this_study_completeness_pct	checkm2_this_study_contamination_pct	completeness_used_pct
spire_mag_01947641.fa	spire_mag_01947641	SPIRE MAG	MAG / uncultured	Mycobacterium sp037138275	FSM (small-genome)	3.159	65.79	93.94	11.16	absent	absent	present	low salinity	92.0	4.42	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.94	380	draft			CheckM2 v1.0.1 (this study)	92	4.42	92
spire_mag_01947705.fa	spire_mag_01947705	SPIRE MAG	MAG / uncultured	Mycobacterium sp037138275	FSM (small-genome)	3.145	65.84	94.23	11.2	absent	absent	present	low salinity	95.13	2.38	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	94.23	243	draft			CheckM2 v1.0.1 (this study)	95.13	2.38	95.13
spire_mag_01947849.fa	spire_mag_01947849	SPIRE MAG	MAG / uncultured	Mycobacterium sp037138275	FSM (small-genome)	2.915	65.83	94.04	11.19	absent	absent	absent	low salinity	92.29	3.14	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	94.04	363	draft			CheckM2 v1.0.1 (this study)	92.29	3.08	92.29
spire_mag_01949445.fa	spire_mag_01949445	SPIRE MAG	MAG / uncultured	Mycobacterium sp037138275	FSM (small-genome)	2.858	65.79	94.29	11.25	absent	absent	present	low salinity	92.21	0.53	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	94.29	354	draft			CheckM2 v1.0.1 (this study)	92.21	0.52	92.21
spire_mag_01949332.fa	spire_mag_01949332	SPIRE MAG	MAG / uncultured	Mycobacterium sp037138275	FSM (small-genome)	2.881	65.81	94.16	11.16	absent	absent	absent	low salinity	94.14	0.73	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	94.16	371	draft			CheckM2 v1.0.1 (this study)	94.14	0.75	94.14
spire_mag_01949938.fa	spire_mag_01949938	SPIRE MAG	MAG / uncultured	Mycobacterium sp037138275	FSM (small-genome)	2.93	65.83	94.27	11.2	absent	absent	present	low salinity	92.76	2.45	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	94.27	368	draft			CheckM2 v1.0.1 (this study)	92.76	2.51	92.76
spire_mag_01949386.fa	spire_mag_01949386	SPIRE MAG	MAG / uncultured	Mycobacterium sp037138275	FSM (small-genome)	3.099	65.77	94.3	11.17	absent	absent	present	low salinity	93.13	2.04	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	94.3	380	draft			CheckM2 v1.0.1 (this study)	93.13	2.04	93.13
GB_GCA_037138615.1	GCA_037138615.1	GTDB reference	MAG / uncultured	Mycobacterium sp037138615	FSM (small-genome)	3.307	64.97	93.29	11.08	absent	absent	present					Mycobacteriaceae bacterium	not validly named	non_pathogen	94.41	265	draft			CheckM2 v1.0.1 (this study)	98.41	0.3	98.41
RS_GCF_016462945.1	GCF_016462945.1	GTDB reference	MAG / uncultured	Mycobacterium sp016462945	FSM (small-genome)	3.171	65.43	91.53	11.22	absent	absent	present					Mycolicibacterium sp.	not validly named	non_pathogen	93.79	224	draft	94.87	1.3	CheckM2 v1.0.1 (this study)	97.89	0.69	97.89
GB_GCA_943331415.1	GCA_943331415.1	GTDB reference	MAG / uncultured	Mycobacterium sp943331415	FSM (small-genome)	1.888	65.16	94.42	11.23	absent	absent	present					Bifidobacterium breve	Bifidobacterium	non_pathogen	94.49	371	draft			CheckM2 v1.0.1 (this study)	63.5	0.76	63.5
spire_mag_01093898.fa	spire_mag_01093898	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	2.987	65.07	94.61	11.2	absent	absent	present		92.07	0.58	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	94.61	167	draft			CheckM2 v1.0.1 (this study)	91.31	0.51	91.31
GB_GCA_945882475.1	GCA_945882475.1	GTDB reference	MAG / uncultured	Mycobacterium sp945882475	FSM (small-genome)	2.758	67.53	94.45	11.16	absent	absent	present					Bifidobacterium breve	Bifidobacterium	non_pathogen	94.26	357	draft			CheckM2 v1.0.1 (this study)	81.19	0.59	81.19
GB_GCA_018500005.2	GCA_018500005.2	GTDB reference	MAG / uncultured	Mycobacterium sp018500005	FSM (small-genome)	3.347	66.59	90.3	11.15	absent	absent	present					Mycobacterium sp.	not validly named	non_pathogen	92.85	625	draft			CheckM2 v1.0.1 (this study)	73.23	3.41	73.23
GB_GCA_036782595.1	GCA_036782595.1	GTDB reference	MAG / uncultured	Mycobacterium sp036782595	FSM (small-genome)	3.458	66.81	94.11	11.08	absent	absent	present					Mycobacterium sp.	not validly named	non_pathogen	93.84	322	draft			CheckM2 v1.0.1 (this study)	86.14	0.29	86.14
spire_mag_01094475.fa	spire_mag_01094475	SPIRE MAG	MAG / uncultured	Mycobacterium sp036782595	FSM (small-genome)	4.309	66.27	92.89	11.09	absent	absent	present		95.82	1.43	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	92.89	335	draft			CheckM2 v1.0.1 (this study)	95.78	1.43	95.78
spire_mag_01094744.fa	spire_mag_01094744	SPIRE MAG	MAG / uncultured	Mycobacterium sp036782595	FSM (small-genome)	3.924	66.41	93.13	11.12	absent	absent	present		91.41	0.25	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	93.13	299	draft			CheckM2 v1.0.1 (this study)	91.35	0.25	91.35
GB_GCA_040398885.1	GCA_040398885.1	GTDB reference	MAG / uncultured	Mycobacterium sp040398885	FSM (small-genome)	3.175	69.53	93.81	11.2	absent	absent	present					Mycobacterium sp.	not validly named	non_pathogen	93.23	327	draft			CheckM2 v1.0.1 (this study)	93.88	2.51	93.88
RS_GCF_032117575.1	GCF_032117575.1	GTDB reference	MAG / uncultured	Mycobacterium sp032117575	FSM (small-genome)	3.667	67.83	90.95	11.17	present	absent	absent					Mycolicibacterium sp.	not validly named	non_pathogen	93.32	173	draft	91.69	3.27	CheckM2 v1.0.1 (this study)	88.06	4.27	88.06
GB_GCA_029979305.1	GCA_029979305.1	GTDB reference	MAG / uncultured	Mycobacterium sp029979305	FSM (small-genome)	2.61	69.32	94.96	10.97	absent	absent	absent					Mycobacteriaceae bacterium	not validly named	non_pathogen	94.59	249	draft			CheckM2 v1.0.1 (this study)	71.96	2.99	71.96
spire_mag_00193483.fa	spire_mag_00193483	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.592	68.46	93.81	11.05	absent	absent	present	medium salinity	94.4	1.5	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	93.81	311	draft			CheckM2 v1.0.1 (this study)	94.5	1.5	94.5
GB_GCA_018882545.1	GCA_018882545.1	GTDB reference	MAG / uncultured	Mycobacterium sp018882545	FSM (small-genome)	3.276	68.11	89.84	11.02	absent	absent	present					Mycobacterium sp.	not validly named	non_pathogen	92.98	755	draft			CheckM2 v1.0.1 (this study)	83.92	2.6	83.92
GB_GCA_964202555.1	GCA_964202555.1	GTDB reference	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.022	67.25	93.83	11.21	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	93.62	269	draft			CheckM2 v1.0.1 (this study)	91.53	0.19	91.53
spire_mag_01744910.fa	spire_mag_01744910	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.006	67.42	93.66	11.27	absent	absent	present	low salinity	95.73	2.67	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.66	433	draft			CheckM2 v1.0.1 (this study)	95.73	2.67	95.73
spire_mag_01755240.fa	spire_mag_01755240	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.389	67.31	93.35	11.24	absent	absent	present	low salinity	98.09	0.87	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.35	136	draft			CheckM2 v1.0.1 (this study)	97.99	0.86	97.99
spire_mag_01744298.fa	spire_mag_01744298	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.299	67.3	93.38	11.26	absent	absent	absent	low salinity	94.7	1.1	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.38	215	draft			CheckM2 v1.0.1 (this study)	94.96	1.09	94.96
spire_mag_01748232.fa	spire_mag_01748232	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.267	67.33	93.23	11.24	absent	absent	present	low salinity	93.84	0.58	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.23	284	draft			CheckM2 v1.0.1 (this study)	93.84	0.58	93.84
spire_mag_01753944.fa	spire_mag_01753944	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.357	67.33	93.5	11.25	absent	absent	present	low salinity	97.56	0.83	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.5	139	draft			CheckM2 v1.0.1 (this study)	97.56	0.82	97.56
spire_mag_01750747.fa	spire_mag_01750747	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.377	67.29	93.43	11.27	absent	absent	present	low salinity	98.22	2.39	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.43	154	draft			CheckM2 v1.0.1 (this study)	98.37	2.37	98.37
spire_mag_01759821.fa	spire_mag_01759821	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.346	67.32	93.29	11.26	absent	absent	present	low salinity	97.86	0.19	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.29	155	draft			CheckM2 v1.0.1 (this study)	97.86	0.18	97.86
spire_mag_01747196.fa	spire_mag_01747196	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.357	67.3	93.24	11.24	absent	absent	present	low salinity	98.26	1.64	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.24	248	draft			CheckM2 v1.0.1 (this study)	98.26	1.63	98.26
spire_mag_01752215.fa	spire_mag_01752215	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.398	67.26	93.45	11.26	absent	absent	present	low salinity	98.12	0.52	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.45	198	draft			CheckM2 v1.0.1 (this study)	98.03	0.51	98.03
spire_mag_02100063.fa	spire_mag_02100063	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.37	67.35	93.38	11.27	absent	absent	present	low salinity	99.44	0.3	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.38	161	draft			CheckM2 v1.0.1 (this study)	99.42	0.29	99.42
spire_mag_01748689.fa	spire_mag_01748689	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.252	67.36	93.45	11.25	absent	absent	present	low salinity	93.38	0.86	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.45	324	draft			CheckM2 v1.0.1 (this study)	93.38	0.87	93.38
spire_mag_01743952.fa	spire_mag_01743952	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.302	67.34	93.38	11.27	absent	absent	present	low salinity	94.66	0.69	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.38	151	draft			CheckM2 v1.0.1 (this study)	94.7	0.68	94.7
spire_mag_01753708.fa	spire_mag_01753708	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.363	67.33	93.25	11.27	absent	absent	present	low salinity	99.08	1.05	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.25	177	draft			CheckM2 v1.0.1 (this study)	99.07	1.04	99.07
spire_mag_01749319.fa	spire_mag_01749319	SPIRE MAG	MAG / uncultured	Mycobacterium sp964202555	FSM (small-genome)	3.318	67.34	93.39	11.28	absent	absent	present	low salinity	94.42	1.0	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.39	222	draft			CheckM2 v1.0.1 (this study)	95.71	0.87	95.71
spire_mag_01108626.fa	spire_mag_01108626	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.719	67.76	91.64	11.26	absent	absent	present	low salinity	94.62	4.03	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.64	330	draft			CheckM2 v1.0.1 (this study)	94.32	4.01	94.32
spire_mag_01108952.fa	spire_mag_01108952	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.32	67.85	91.67	11.29	absent	absent	present	low salinity	92.03	1.17	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.67	306	draft			CheckM2 v1.0.1 (this study)	91.93	1.2	91.93
spire_mag_01112767.fa	spire_mag_01112767	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.418	67.97	92.25	11.31	absent	absent	present	low salinity	99.26	1.85	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.25	317	draft			CheckM2 v1.0.1 (this study)	99.06	1.81	99.06
spire_mag_01111439.fa	spire_mag_01111439	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.373	67.81	91.68	11.25	absent	absent	present	low salinity	98.19	0.52	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.68	339	draft			CheckM2 v1.0.1 (this study)	98.24	0.48	98.24
spire_mag_01112215.fa	spire_mag_01112215	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.424	67.92	92.26	11.26	absent	absent	present	low salinity	93.16	4.71	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.26	404	draft			CheckM2 v1.0.1 (this study)	92.9	4.71	92.9
GB_GCA_037129875.1	GCA_037129875.1	GTDB reference	MAG / uncultured	Mycobacterium sp037129875	FSM (small-genome)	3.781	67.31	91.2	11.13	absent	absent	present					Mycobacteriaceae bacterium	not validly named	non_pathogen	92.97	683	draft			CheckM2 v1.0.1 (this study)	82.95	2.44	82.95
GB_GCA_903884065.1	GCA_903884065.1	GTDB reference	MAG / uncultured	Mycobacterium sp903884065	FSM (small-genome)	4.09	67.74	93.12	11.11	absent	absent	present					uncultured Actinomycetes bacterium	not validly named	non_pathogen	92.94	166	draft			CheckM2 v1.0.1 (this study)	98.74	0.23	98.74
GB_GCA_903877095.1	GCA_903877095.1	GTDB reference	MAG / uncultured	Mycobacterium sp903877095	FSM (small-genome)	4.468	67.48	91.75	11.07	absent	absent	present					uncultured Actinomycetes bacterium	not validly named	non_pathogen	91.43	248	draft			CheckM2 v1.0.1 (this study)	100	0.65	100
spire_mag_02762480.fa	spire_mag_02762480	SPIRE MAG	MAG / uncultured	Mycobacterium sp903877095	FSM (small-genome)	4.329	67.36	91.65	11.09	absent	absent	present	low salinity	95.05	0.99	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.65	240	draft			CheckM2 v1.0.1 (this study)	95.78	0.37	95.78
spire_mag_01662118.fa	spire_mag_01662118	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	4.61	66.82	92.53	10.96	absent	absent	absent		94.95	1.52	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.53	376	draft			CheckM2 v1.0.1 (this study)	94.9	1.61	94.9
spire_mag_01663809.fa	spire_mag_01663809	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	4.534	66.83	92.47	10.99	absent	absent	absent		96.05	2.64	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.47	424	draft			CheckM2 v1.0.1 (this study)	93.26	2.76	93.26
spire_mag_01664230.fa	spire_mag_01664230	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	4.512	66.8	92.43	10.98	absent	absent	absent		95.43	1.64	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.43	391	draft			CheckM2 v1.0.1 (this study)	95.43	1.69	95.43
GB_GCA_020438905.1	GCA_020438905.1	GTDB reference	MAG / uncultured	Mycobacterium sp020438905	FSM (small-genome)	3.685	68.46	88.77	11.18	absent	present	absent					Mycobacterium sp.	not validly named	non_pathogen	92.45	189	draft			CheckM2 v1.0.1 (this study)	85.1	0.4	85.1
GB_GCA_020439025.1	GCA_020439025.1	GTDB reference	MAG / uncultured	Mycobacterium sp020439025	FSM (small-genome)	3.835	68.19	87.22	11.28	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.67	449	draft			CheckM2 v1.0.1 (this study)	86.47	2.44	86.47
RS_GCF_020637165.1	GCF_020637165.1	GTDB reference	MAG / uncultured	Mycobacterium sp020637165	FSM (small-genome)	3.847	67.94	88.97	11.3	absent	absent	absent					Mycolicibacterium sp.	not validly named	non_pathogen	91.6	32	draft	91.91		CheckM2 v1.0.1 (this study)	94.52	0.08	94.52
GB_GCA_022600695.1	GCA_022600695.1	GTDB reference	MAG / uncultured	Mycobacterium sp022600695	FSM (small-genome)	2.822	67.52	92.69	11.31	absent	absent	absent					Actinomycetes bacterium	not validly named	non_pathogen	93.63	401	draft			CheckM2 v1.0.1 (this study)	85.79	0.31	85.79
spire_mag_00036881.fa	spire_mag_00036881	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.241	67.13	93.29	11.16	absent	absent	present	very high salinity	92.75	0.9	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.29	53	draft			CheckM2 v1.0.1 (this study)	92.75	0.9	92.75
spire_mag_02088418.fa	spire_mag_02088418	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.486	67.1	93.38	11.2	absent	absent	absent	very high salinity	99.84	0.4	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.38	67	draft			CheckM2 v1.0.1 (this study)	99.82	0.4	99.82
spire_mag_02088609.fa	spire_mag_02088609	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.513	67.07	93.21	11.19	absent	absent	present	very high salinity	95.05	0.19	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.21	43	draft			CheckM2 v1.0.1 (this study)	95.05	0.19	95.05
spire_mag_02088219.fa	spire_mag_02088219	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.404	67.13	93.45	11.18	absent	absent	absent	very high salinity	97.59	0.82	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.45	36	draft			CheckM2 v1.0.1 (this study)	97.46	0.82	97.46
spire_mag_02088284.fa	spire_mag_02088284	SPIRE MAG	MAG / uncultured	novel sp.	FSM (small-genome)	3.483	67.07	92.64	11.22	absent	absent	present	very high salinity	100.0	0.23	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.64	151	draft			CheckM2 v1.0.1 (this study)	100	0.22	100
GB_GCA_027728805.1	GCA_027728805.1	GTDB reference	MAG / uncultured	Mycobacterium sp001510415	FSM (small-genome)	4.034	67.64	90.89	11.31	absent	absent	present					Actinomycetota bacterium	not validly named	non_pathogen	92.5	273	draft			CheckM2 v1.0.1 (this study)	95.42	2.16	95.42
spire_mag_01776406.fa	spire_mag_01776406	SPIRE MAG	MAG / uncultured	Mycobacterium sp001510415	FSM (small-genome)	3.725	67.88	93.29	11.17	absent	absent	present	medium salinity	95.09	0.01	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	93.29	226	draft			CheckM2 v1.0.1 (this study)	95.2	0	95.2
GB_GCA_041303695.1	GCA_041303695.1	GTDB reference	MAG / uncultured	Mycobacterium sp041303695	FSM (small-genome)	2.78	68.09	94.7	11.11	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	94.41	469	draft			CheckM2 v1.0.1 (this study)	75.74	0.52	75.74
GB_GCA_020438845.1	GCA_020438845.1	GTDB reference	MAG / uncultured	Mycobacterium sp020438845	FSM (small-genome)	4.527	65.44	90.34	11.11	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.28	118	draft			CheckM2 v1.0.1 (this study)	99.54	2.32	99.54
GB_GCA_903862565.1	GCA_903862565.1	GTDB reference	MAG / uncultured	Mycobacterium sp903862565	FSM (small-genome)	5.004	66.95	92.42	10.78	absent	absent	present					uncultured Actinomycetes bacterium	not validly named	non_pathogen	92.2	781	draft			CheckM2 v1.0.1 (this study)	96.36	5.52	96.36
GB_GCA_029977845.1	GCA_029977845.1	GTDB reference	MAG / uncultured	Mycobacterium sp029977845	FSM (small-genome)	2.791	67.29	95.71	11.15	absent	absent	present					Mycobacteriaceae bacterium	not validly named	non_pathogen	95.43	152	draft			CheckM2 v1.0.1 (this study)	72.49	0.38	72.49
RS_GCF_017853185.1	GCF_017853185.1	GTDB reference	MAG / uncultured	Mycobacterium sp017853185	FSM (small-genome)	3.579	68	92.28	11.2	absent	absent	absent					Mycolicibacterium sp.	not validly named	non_pathogen	94.1	287	draft	93.07	0.59	CheckM2 v1.0.1 (this study)	93.99	2.12	93.99
spire_mag_02102612.fa	spire_mag_02102612	SPIRE MAG	MAG / uncultured	Mycobacterium sp017853185	FSM (small-genome)	3.863	67.92	94.1	11.09	absent	absent	absent	low salinity	92.16	0.37	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	94.1	343	draft			CheckM2 v1.0.1 (this study)	93.56	0.39	93.56
spire_mag_00138007.fa	spire_mag_00138007	SPIRE MAG	MAG / uncultured	Mycobacterium sp017853185	FSM (small-genome)	3.787	67.88	94.18	11.13	absent	absent	absent		97.7	0.17	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	94.18	89	draft			CheckM2 v1.0.1 (this study)	97.65	0.18	97.65
spire_mag_00142179.fa	spire_mag_00142179	SPIRE MAG	MAG / uncultured	Mycobacterium sp017853185	FSM (small-genome)	3.777	67.95	94.11	11.09	absent	absent	absent		96.33	0.35	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	94.11	84	draft			CheckM2 v1.0.1 (this study)	96.36	0.35	96.36
GB_GCA_037141465.1	GCA_037141465.1	GTDB reference	MAG / uncultured	Mycobacterium sp037141465	FSM (small-genome)	3.135	67.9	94.43	11.14	absent	absent	present					Mycobacteriaceae bacterium	not validly named	non_pathogen	95.09	240	draft			CheckM2 v1.0.1 (this study)	96.75	0.05	96.75
spire_mag_01948467.fa	spire_mag_01948467	SPIRE MAG	MAG / uncultured	Mycobacterium sp037141465	FSM (small-genome)	3.097	67.88	94.86	11.1	absent	absent	absent	low salinity	97.75	1.69	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	94.86	187	draft			CheckM2 v1.0.1 (this study)	97.75	1.73	97.75
GB_GCA_018883075.1	GCA_018883075.1	GTDB reference	MAG / uncultured	Mycobacterium sp018883075	FSM (small-genome)	2.469	68.82	93.53	11.37	absent	absent	present					Mycobacterium sp.	not validly named	non_pathogen	94.64	136	draft			CheckM2 v1.0.1 (this study)	80.8	2.23	80.8
